Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2019.10.17 16:00:52;Buy;0.02;USDCAD;1.3159;2019.10.30 20:17:10;1.31737;;;2.23
2019.10.29 04:24:30;Buy;0.04;EURUSD;1.1093;2019.10.29 20:52:14;1.11086;;;6.24
2019.10.29 11:39:20;Buy;0.04;EURUSD;1.1081;2019.10.29 20:52:12;1.11084;;;10.96
2019.10.28 10:58:22;Sell;0.04;EURUSD;1.1091;2019.10.29 20:52:11;1.11105;;;-7.8
2019.10.29 17:59:18;Sell;0.04;EURUSD;1.1111;2019.10.29 20:52:09;1.11105;;;0.2
2019.10.25 19:35:08;Buy;0.04;EURUSD;1.1077;2019.10.28 02:12:48;1.10816;;;1.84
2019.10.17 12:23:50;Sell;0.04;EURUSD;1.1096;2019.10.28 02:12:46;1.10836;;;4.96
2019.07.01 18:58:01;Buy;0.01;EURUSD;1.1305;2019.10.17 15:47:21;1.11123;;;-19.27
2019.08.28 16:02:33;Buy;0.02;EURUSD;1.1077;2019.10.17 15:47:03;1.11129;;;7.18
2019.10.17 12:35:56;Sell;0.04;EURUSD;1.1122;2019.10.17 15:45:33;1.11147;;;2.92
2019.09.16 13:38:59;Buy;0.04;EURUSD;1.1047;2019.10.17 00:16:56;1.10714;;;9.76
2019.10.16 19:20:09;Sell;0.04;EURUSD;1.1077;2019.10.17 00:16:49;1.10735;;;1.4
2019.10.16 15:30:02;Sell;0.02;USDCAD;1.3226;2019.10.16 23:20:16;1.32047;;;3.23
2019.10.15 18:55:35;Buy;0.02;USDCAD;1.3201;2019.10.16 23:20:13;1.32023;;;0.2
2019.10.15 12:35:40;Buy;0.04;EURUSD;1.1011;2019.10.16 10:52:21;1.10359;;;9.96
2019.10.16 09:15:36;Sell;0.04;EURUSD;1.1054;2019.10.16 10:52:18;1.1038;;;6.4
2019.10.15 02:49:17;Sell;0.04;EURUSD;1.10261;2019.10.15 16:26:33;1.09994;;;10.68
2019.10.15 09:38:03;Sell;0.04;EURUSD;1.1041;2019.10.15 15:38:56;1.10053;;;14.28
2019.10.11 13:45:24;Sell;0.04;EURUSD;1.1035;2019.10.14 01:46:08;1.10318;;;1.28
2019.10.02 16:34:59;Sell;0.02;USDCAD;1.327;2019.10.11 17:04:15;1.31993;;;10.71
2019.10.11 15:33:29;Buy;0.02;USDCAD;1.3223;2019.10.11 17:04:13;1.3197;;;-3.94
2019.10.10 10:06:03;Sell;0.04;EURUSD;1.1009;2019.10.11 11:54:43;1.10045;;;1.8
2019.10.11 11:52:03;Buy;0.04;EURUSD;1.1002;2019.10.11 11:54:32;1.10023;;;0.12
2019.09.20 16:21:24;Buy;0.04;EURUSD;1.1017;2019.10.10 13:34:33;1.10277;;;4.28
2019.10.08 17:33:29;Sell;0.02;USDCAD;1.3327;2019.10.09 13:07:30;1.3301;;;3.91
2019.10.08 13:18:22;Sell;0.04;EURUSD;1.0992;2019.10.08 19:00:49;1.09488;;;17.28
2019.10.08 18:12:10;Buy;0.04;EURUSD;1.0953;2019.10.08 19:00:45;1.09483;;;-1.88
2019.10.07 15:59:41;Sell;0.04;EURUSD;1.0997;2019.10.07 16:39:15;1.09936;;;1.36
2019.09.25 13:39:32;Buy;0.04;EURUSD;1.0993;2019.10.07 16:39:13;1.09915;;;-0.6
2019.10.07 15:40:48;Buy;0.02;USDCAD;1.3293;2019.10.07 16:38:27;1.33004;;;1.11
2019.10.02 23:22:20;Sell;0.02;USDCAD;1.332;2019.10.07 16:38:25;1.3303;;;2.56
2019.10.03 17:00:27;Sell;0.04;EURUSD;1.0979;2019.10.04 02:39:04;1.09745;;;1.8
2019.09.25 17:22:19;Buy;0.04;EURUSD;1.0968;2019.10.04 02:39:02;1.09724;;;1.76
2019.09.30 14:22:59;Buy;0.04;EURUSD;1.091;2019.10.01 19:42:43;1.09341;;;9.64
2019.10.01 19:18:31;Sell;0.04;EURUSD;1.0935;2019.10.01 19:42:40;1.09362;;;-0.48
2019.10.01 12:46:26;Sell;0.02;USDCAD;1.3276;2019.10.01 19:42:26;1.32208;;;8.35
2019.09.13 09:44:01;Sell;0.02;USDCAD;1.3226;2019.10.01 19:42:24;1.32208;;;0.79
2019.10.01 19:31:27;Buy;0.02;USDCAD;1.3222;2019.10.01 19:42:22;1.32188;;;-0.48
2019.09.26 22:37:09;Buy;0.04;EURUSD;1.0911;2019.09.27 14:48:58;1.09351;;;9.64
2019.09.17 15:33:44;Sell;0.02;USDCAD;1.3269;2019.09.27 14:48:53;1.32546;;;2.17
2019.09.25 09:12:22;Sell;0.02;USDCAD;1.3264;2019.09.27 14:48:51;1.32546;;;1.42
2019.09.23 10:42:40;Sell;0.02;USDCAD;1.3293;2019.09.26 17:41:10;1.3259;;;5.13
2019.09.26 15:23:53;Buy;0.02;USDCAD;1.3239;2019.09.26 17:41:08;1.32566;;;2.65
2019.09.23 10:31:05;Buy;0.04;EURUSD;1.0987;2019.09.25 00:23:05;1.10149;;;11.16
