Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2019.10.31 19:00:05;Sell;0.04;GBPUSD;1.29372;2019.10.31 19:03:38;1.29274;-0.28;;3.92
2019.10.31 18:47:41;Sell;0.04;GBPUSD;1.2947;2019.10.31 18:53:27;1.293;-0.28;;6.8
2019.10.24 10:05:43;Sell;0.02;GBPUSD;1.29392;2019.10.31 12:09:39;1.2955;-0.14;0.27;-3.16
2019.10.30 13:28:41;Sell;0.02;CADJPY;83.238;2019.10.31 12:05:03;82.371;-0.14;-0.29;15.98
2019.10.25 05:29:18;Sell;0.02;CADJPY;83.093;2019.10.31 12:05:03;82.371;-0.14;-0.59;13.31
2019.10.17 16:32:09;Buy;0.02;USDCAD;1.31587;2019.10.30 18:22:57;1.31664;-0.14;-0.1;1.17
2019.10.28 16:45:46;Buy;0.04;USDCAD;1.3053;2019.10.30 18:20:38;1.3165;-0.28;-0.02;34.03
2019.10.28 15:25:49;Buy;0.04;USDCAD;1.30612;2019.10.30 18:20:38;1.3165;-0.28;-0.02;31.54
2019.10.25 13:20:58;Buy;0.02;USDCAD;1.30636;2019.10.30 18:20:38;1.3165;-0.14;-0.03;15.4
2019.10.25 05:32:36;Buy;0.04;USDCAD;1.30752;2019.10.30 18:20:38;1.3165;-0.28;-0.03;27.28
2019.10.22 19:05:34;Buy;0.03;USDCAD;1.3085;2019.10.30 18:20:38;1.3165;-0.22;-0.08;18.23
2019.10.18 19:56:42;Buy;0.02;USDCAD;1.31296;2019.10.30 18:20:38;1.3165;-0.14;-0.09;5.38
2019.10.18 19:20:35;Buy;0.02;USDCAD;1.31457;2019.10.30 18:20:38;1.3165;-0.14;-0.09;2.93
2019.10.25 13:19:15;Buy;0.02;USDCAD;1.30658;2019.10.30 17:44:08;1.31638;-0.14;-0.03;14.89
2019.10.29 15:09:08;Buy;0.02;GBPUSD;1.28526;2019.10.29 15:15:25;1.28609;-0.14;;1.66
2019.10.29 10:59:18;Buy;0.02;GBPUSD;1.28515;2019.10.29 14:16:35;1.28606;-0.14;;1.82
2019.10.29 05:26:44;Buy;0.02;GBPUSD;1.28502;2019.10.29 10:02:09;1.286;-0.14;;1.96
2019.10.28 17:59:44;Buy;0.02;GBPUSD;1.28541;2019.10.28 18:12:31;1.28648;-0.14;;2.14
2019.10.25 11:14:22;Buy;0.02;GBPUSD;1.28556;2019.10.28 17:26:55;1.28729;-0.14;-0.17;3.46
2019.10.24 18:32:34;Sell;0.02;AUDJPY;74.058;2019.10.24 19:07:13;73.996;-0.14;;1.14
2019.10.24 18:53:07;Sell;0.02;AUDJPY;74.042;2019.10.24 19:07:03;73.994;-0.14;;0.88
2019.10.24 10:03:30;Sell;0.02;GBPUSD;1.29436;2019.10.24 18:49:44;1.281;-0.14;;26.72
2019.10.11 14:30:47;Sell;0.02;EURUSD;1.10603;2019.10.24 18:26:19;1.1095;-0.14;1.56;-6.94
2019.10.11 14:30:47;Sell;0.02;EURUSD;1.10603;2019.10.24 18:26:14;1.10952;-0.14;1.56;-6.98
2019.10.24 17:40:47;Sell;0.02;AUDJPY;74.113;2019.10.24 18:05:05;74.052;-0.14;;1.12
2019.10.17 12:25:44;Sell;0.02;EURUSD;1.10982;2019.10.24 18:04:27;1.10994;-0.14;0.84;-0.24
2019.10.17 12:25:25;Sell;0.02;EURUSD;1.10982;2019.10.24 18:04:20;1.10997;-0.14;0.84;-0.3
2019.10.18 18:08:58;Sell;0.01;EURUSD;1.11396;2019.10.24 18:03:09;1.10996;-0.08;0.36;4
2019.10.18 18:07:54;Sell;0.01;EURUSD;1.11406;2019.10.24 18:02:52;1.11004;-0.08;0.36;4.02
2019.10.24 16:21:02;Buy;0.02;USDCAD;1.30652;2019.10.24 16:39:17;1.30724;-0.14;;1.1
2019.10.22 22:08:26;Buy;0.02;USDCAD;1.31039;2019.10.24 15:31:54;1.3065;-0.14;-0.03;-5.95
2019.10.23 16:25:09;Sell;0.02;AUDJPY;74.332;2019.10.24 10:00:42;74.312;-0.14;-0.27;0.37
2019.10.24 05:23:09;Sell;0.02;GBPUSD;1.29251;2019.10.24 09:59:56;1.29425;-0.14;;-3.48
2019.10.23 15:02:12;Buy;0.02;EURUSD;1.11188;2019.10.23 15:58:34;1.11236;-0.14;;0.96
2019.10.22 11:25:14;Buy;0.02;EURCAD;1.45769;2019.10.23 13:10:59;1.45485;-0.14;-0.19;-4.34
2019.10.18 19:56:31;Buy;0.02;USDCAD;1.31294;2019.10.22 04:16:49;1.3075;-0.14;-0.02;-8.32
2019.10.11 15:30:26;Buy;0.02;USDCAD;1.32395;2019.10.21 19:09:16;1.30938;-0.14;-0.07;-22.25
2019.10.21 00:26:53;Sell;0.02;GBPUSD;1.29247;2019.10.21 11:28:45;1.3012;-0.14;;-17.46
2019.10.18 18:15:58;Sell;0.02;GBPUSD;1.28879;2019.10.21 11:26:07;1.3;-0.14;0.04;-22.42
2019.10.14 02:31:29;Buy;0.02;USDCAD;1.31992;2019.10.18 19:54:14;1.31248;-0.14;-0.05;-11.34
2019.10.11 15:30:27;Buy;0.02;USDCAD;1.32393;2019.10.18 18:38:16;1.313;-0.14;-0.06;-16.65
2019.10.11 11:20:08;Buy;0.02;AUDUSD;0.67882;2019.10.18 06:57:29;0.683;-0.14;-0.62;8.36
2019.10.16 13:45:10;Sell;0.02;EURNZD;1.7644;2019.10.17 13:50:09;1.75543;-0.14;0.09;11.36
2019.10.14 07:04:05;Buy;0.02;NZDUSD;0.63124;2019.10.17 11:35:53;0.63222;-0.14;-0.4;1.96
2019.10.16 18:25:30;Sell;0.04;GBPUSD;1.2824;2019.10.17 08:51:43;1.27585;-0.28;0.23;26.2
2019.10.16 16:08:35;Sell;0.02;EURAUD;1.641;2019.10.17 04:08:42;1.63199;-0.14;0.08;12.24
2019.10.16 09:30:05;Buy;0.02;NZDUSD;0.62775;2019.10.17 02:39:24;0.62919;-0.14;-0.24;2.88
2019.10.14 08:12:29;Sell;0.02;USDCAD;1.32088;2019.10.16 20:15:43;1.31886;-0.14;-0.14;3.06
2019.10.16 17:14:05;Sell;0.02;EURUSD;1.10504;2019.10.16 17:25:29;1.10482;-0.14;;0.44
2019.10.15 16:33:44;Sell;0.04;USDJPY;108.433;2019.10.16 17:25:29;108.763;-0.28;-0.33;-12.14
2019.10.15 18:19:21;Sell;0.02;GBPJPY;138.828;2019.10.16 15:22:03;139.362;-0.14;-0.11;-9.82
2019.10.16 13:32:05;Sell;0.02;EURUSD;1.10354;2019.10.16 14:29:48;1.10294;-0.14;;1.2
