Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2019.11.01 09:10:04;Buy;0.01;USDCAD.m;1.31478;2019.11.01 11:45:04;1.31641;;;1.24
2019.11.01 04:30:42;Buy;0.01;USDCAD.m;1.31539;2019.11.01 11:45:04;1.31641;;;0.77
2019.10.31 22:07:01;Sell;0.01;USDCAD.m;1.31676;2019.11.01 04:34:34;1.31516;;-0.06;1.22
2019.10.31 19:11:45;Sell;0.01;USDCAD.m;1.3162;2019.11.01 04:34:34;1.31516;;-0.06;0.79
2019.10.31 19:36:05;Buy;0.01;USDJPY.m;107.987;2019.11.01 04:03:11;108.028;;0.06;0.38
2019.10.30 18:44:28;Sell;0.01;USDCAD.m;1.31812;2019.10.31 16:54:31;1.3147;;-0.18;2.6
2019.10.30 17:33:00;Sell;0.01;USDCAD.m;1.31665;2019.10.31 16:54:31;1.3147;;-0.18;1.48
2019.10.30 17:13:44;Sell;0.01;USDCAD.m;1.31583;2019.10.31 16:54:31;1.3147;;-0.18;0.86
2019.10.30 14:50:00;Sell;0.01;USDCAD.m;1.30947;2019.10.31 16:54:31;1.3147;;-0.18;-3.98
2019.10.31 05:59:21;Buy;0.01;USDCAD.m;1.31539;2019.10.31 10:39:00;1.31648;;;0.83
2019.10.31 00:43:27;Buy;0.01;USDCAD.m;1.31617;2019.10.31 10:39:00;1.31648;;;0.24
2019.10.30 20:46:01;Sell;0.1;USDJPY.m;109.158;2019.10.30 21:08:43;108.772;;;35.49
2019.10.29 04:29:00;Sell;0.06;USDJPY.m;108.959;2019.10.30 21:08:43;108.772;;-0.88;10.32
2019.10.28 03:03:03;Sell;0.02;USDJPY.m;108.751;2019.10.30 21:08:43;108.772;;-0.58;-0.39
2019.10.23 19:27:40;Sell;0.02;USDJPY.m;108.646;2019.10.30 21:08:43;108.772;;-2.04;-2.32
2019.10.23 16:51:00;Sell;0.01;USDJPY.m;108.559;2019.10.30 21:08:43;108.772;;-1.04;-1.96
2019.10.23 15:25:58;Sell;0.01;USDJPY.m;108.454;2019.10.30 21:08:43;108.772;;-1.04;-2.92
2019.10.29 10:07:03;Buy;0.01;USDJPY.m;108.875;2019.10.30 20:35:50;109.069;;0.06;1.78
2019.10.21 11:37:29;Buy;0.02;USDCAD.m;1.31175;2019.10.30 20:06:00;1.31924;;-0.13;11.36
2019.10.18 21:21:01;Buy;0.01;USDCAD.m;1.31268;2019.10.30 20:06:00;1.31924;;-0.05;4.97
