Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2019.10.31 17:06:41;Sell;0.01;XAUUSD;1511.84;2019.10.31 18:15:47;1509.68;-0.04;;2.16
2019.10.30 21:45:00;Buy;0.01;XAUUSD;1484.37;2019.10.30 21:50:05;1487.79;-0.04;;3.42
2019.10.28 19:04:00;Buy;0.02;XAUUSD;1491.42;2019.10.28 20:05:51;1493.4;-0.08;;3.96
2019.10.28 16:45:00;Buy;0.01;XAUUSD;1494.02;2019.10.28 20:05:51;1493.39;-0.04;;-0.63
2019.10.28 18:51:46;Buy;0.02;XAUUSD;1490.79;2019.10.28 19:05:40;1491.42;-0.08;;1.26
2019.10.15 17:45:00;Buy;0.01;XAUUSD;1479.07;2019.10.15 18:18:07;1481.67;-0.04;;2.6
2019.10.11 17:15:00;Buy;0.01;XAUUSD;1476.53;2019.10.11 18:00:18;1479.04;-0.04;;2.51
2019.10.11 14:45:00;Buy;0.01;XAUUSD;1484.55;2019.10.11 16:06:19;1487.42;-0.04;;2.87
2019.10.10 18:00:00;Buy;0.02;XAUUSD;1493.51;2019.10.10 18:36:37;1495.51;-0.08;;4
2019.10.10 16:45:00;Buy;0.01;XAUUSD;1496.21;2019.10.10 18:36:37;1495.68;-0.04;;-0.53
2019.10.02 16:45:00;Sell;0.01;XAUUSD;1495.72;2019.10.02 17:05:13;1492.92;-0.04;;2.8
2019.10.01 18:00:00;Sell;0.02;XAUUSD;1483.66;2019.10.01 21:02:12;1481.25;-0.08;;4.82
2019.10.01 17:45:00;Sell;0.01;XAUUSD;1480.2;2019.10.01 21:02:12;1481.36;-0.04;;-1.16
2019.09.30 20:30:00;Buy;0.01;XAUUSD;1467.58;2019.09.30 21:12:29;1470.08;-0.04;;2.5
2019.09.30 18:30:00;Buy;0.01;XAUUSD;1470.39;2019.09.30 19:28:21;1473.02;-0.04;;2.63
2019.09.25 18:00:00;Buy;0.01;XAUUSD;1517.99;2019.09.26 03:11:07;1508.44;-0.04;-0.24;-9.55
2019.09.25 19:00:00;Buy;0.04;XAUUSD;1508.56;2019.09.26 03:11:06;1508.45;-0.16;-0.95;-0.44
2019.09.25 18:30:00;Buy;0.02;XAUUSD;1515.37;2019.09.26 03:11:06;1508.44;-0.08;-0.47;-13.86
2019.09.25 19:15:00;Buy;0.08;XAUUSD;1504.8;2019.09.26 03:11:05;1508.42;-0.32;-1.9;28.96
2019.09.18 22:15:00;Buy;0.01;XAUUSD;1489.71;2019.09.18 22:36:23;1492.16;-0.04;;2.45
2019.09.18 21:45:00;Buy;0.01;XAUUSD;1484.78;2019.09.18 21:45:31;1487.61;-0.04;;2.83
2019.09.16 04:15:00;Sell;0.01;XAUUSD;1509.16;2019.09.16 04:43:18;1506.65;-0.04;;2.51
2019.09.16 03:15:00;Sell;0.02;XAUUSD;1508.46;2019.09.16 03:38:16;1509.11;-0.08;;-1.3
2019.09.16 02:00:00;Sell;0.01;XAUUSD;1504.16;2019.09.16 03:38:16;1509.08;-0.04;;-4.92
2019.09.16 03:30:00;Sell;0.04;XAUUSD;1511.4;2019.09.16 03:38:15;1509.06;-0.16;;9.36
2019.09.13 17:45:00;Buy;0.01;XAUUSD;1495.02;2019.09.13 17:47:32;1497.58;-0.04;;2.56
2019.09.12 15:15:00;Sell;0.01;XAUUSD;1516.75;2019.09.12 15:51:01;1518.6;-0.04;;-1.85
2019.09.12 15:45:00;Sell;0.02;XAUUSD;1520.98;2019.09.12 15:51:00;1518.55;-0.08;;4.86
2019.09.12 10:21:00;Balance;;;;;;;;-40
2019.09.06 16:45:00;Sell;0.02;XAUUSD;1527.36;2019.09.06 16:54:35;1525.12;-0.08;;4.48
2019.09.06 16:15:00;Sell;0.01;XAUUSD;1523.65;2019.09.06 16:54:35;1525.11;-0.04;;-1.46
2019.09.05 16:45:00;Buy;0.01;XAUUSD;1530.53;2019.09.05 18:22:24;1519.41;-0.04;;-11.12
2019.09.05 17:30:00;Buy;0.04;XAUUSD;1514.17;2019.09.05 18:22:23;1519.47;-0.16;;21.2
2019.09.05 17:15:00;Buy;0.02;XAUUSD;1522.9;2019.09.05 18:22:23;1519.48;-0.08;;-6.84
2019.09.03 18:15:00;Sell;0.01;XAUUSD;1549.01;2019.09.03 18:28:48;1546.29;-0.04;;2.72
2019.09.03 17:15:00;Sell;0.01;XAUUSD;1544.62;2019.09.03 17:28:17;1542.07;-0.04;;2.55
2019.08.29 21:15:00;Buy;0.01;XAUUSD;1521.83;2019.08.29 22:26:49;1524.43;-0.04;;2.6
2019.08.26 01:30:00;Sell;0.01;XAUUSD;1554.03;2019.08.26 01:31:13;1551.43;-0.04;;2.6
2019.08.23 19:45:00;Sell;0.01;XAUUSD;1525.45;2019.08.23 23:33:03;1526.44;-0.04;;-0.99
2019.08.23 22:30:00;Sell;0.02;XAUUSD;1528.3;2019.08.23 23:33:00;1526.43;-0.08;;3.74
2019.08.23 18:00:02;Sell;0.02;XAUUSD;1519.39;2019.08.23 19:09:41;1524.58;-0.08;;-10.38
2019.08.23 17:30:00;Sell;0.01;XAUUSD;1513.05;2019.08.23 19:09:41;1524.58;-0.04;;-11.53
2019.08.23 19:00:00;Sell;0.08;XAUUSD;1527.97;2019.08.23 19:09:40;1524.65;-0.32;;26.56
2019.08.23 18:15:00;Sell;0.04;XAUUSD;1524.93;2019.08.23 19:09:40;1524.59;-0.16;;1.36
2019.08.18 16:15:25;Balance;;;;;;;;-60
2019.08.14 14:45:00;Sell;0.01;XAUUSD;1514.85;2019.08.14 15:27:38;1512.03;-0.04;;2.82
2019.08.13 17:00:00;Buy;0.02;XAUUSD;1486.42;2019.08.13 17:01:42;1496;-0.08;;19.16
2019.08.13 16:45:00;Buy;0.01;XAUUSD;1512.58;2019.08.13 17:01:42;1495.86;-0.04;;-16.72
2019.08.12 21:45:00;Sell;0.01;XAUUSD;1516.82;2019.08.12 21:46:48;1514.1;-0.04;;2.72
2019.08.07 17:00:00;Sell;0.02;XAUUSD;1508.08;2019.08.07 17:04:20;1504.27;-0.08;;7.62
2019.08.07 16:45:00;Sell;0.01;XAUUSD;1500.74;2019.08.07 17:04:20;1504.19;-0.04;;-3.45
2019.08.07 04:45:00;Sell;0.02;XAUUSD;1487.56;2019.08.07 04:53:36;1485.09;-0.08;;4.94
2019.08.07 04:30:00;Sell;0.01;XAUUSD;1483.56;2019.08.07 04:53:36;1485.05;-0.04;;-1.49
2019.08.05 06:15:00;Sell;0.01;XAUUSD;1454.16;2019.08.05 07:04:05;1451.57;-0.04;;2.59
2019.08.05 04:45:00;Sell;0.01;XAUUSD;1451.68;2019.08.05 04:49:01;1449.05;-0.04;;2.63
2019.08.01 23:45:00;Sell;0.01;XAUUSD;1444.08;2019.08.02 01:17:37;1441.32;-0.04;;2.76
2019.08.01 22:45:00;Sell;0.01;XAUUSD;1442.28;2019.08.01 23:00:54;1443.48;-0.04;;-1.2
2019.08.01 23:00:00;Sell;0.02;XAUUSD;1445.68;2019.08.01 23:00:53;1443.48;-0.08;;4.4
2019.08.01 20:45:01;Sell;0.01;XAUUSD;1427.42;2019.08.01 22:30:32;1439.71;-0.04;;-12.29
2019.08.01 22:15:00;Sell;0.04;XAUUSD;1443.97;2019.08.01 22:30:31;1439.58;-0.16;;17.56
2019.08.01 21:00:01;Sell;0.02;XAUUSD;1438.52;2019.08.01 22:30:31;1439.57;-0.08;;-2.1
2019.07.25 16:45:00;Buy;0.01;XAUUSD;1418.03;2019.07.25 17:37:18;1420.59;-0.04;;2.56
2019.07.19 19:00:00;Buy;0.01;XAUUSD;1424.13;2019.07.19 19:21:59;1426.67;-0.04;;2.54
2019.07.19 17:45:00;Buy;0.01;XAUUSD;1427.98;2019.07.19 18:10:24;1430.41;-0.04;;2.43
